,PREFERRED NAME,CASRN,SMILES,use
1402,Diphenylamine,122-39-4,N(c1ccccc1)c2ccccc2,"Fungicide,Insecticide,Plant Growth Regulator"
1403,Diphenylstibene 2-ethylhexanoate,5035-58-5,CCCCC(CC)C(=O)O[Sb](c1ccccc1)c2ccccc2,Microbiocide
1404,"Dipotassium endo,endo-endothall",59985-42-1,[K+].[K+].[O-]C(=O)C1C2OC(C=C2)C1C([O-])=O,Herbicide
1405,Dipropalin,1918-08-7,CCCN(CCC)c1c(cc(C)cc1[N+]([O-])=O)[N+]([O-])=O,Herbicide
1406,Dipropetryn,4147-51-7,CCSc1nc(NC(C)C)nc(NC(C)C)n1,Herbicide
1407,Dipropylene glycol,"25265-71-8, 110-98-5",CC(O)COC(C)CO,"Adjuvant,Fungicide,Insecticide,Microbiocide"
1410,Dipyrithione,3696-28-4,[O-][n+]1ccccc1SSc2cccc[n+]2[O-],Microbiocide
1412,Diquat dibromide,85-00-7,[Br-].[Br-].C1C[n+]2ccccc2c3cccc[n+]13,"Dessicant,Herbicide"
1413,"Disodium 2,2'-methylenebis(3,4,6-trichlorophenate)",3247-34-5,[Na+].[Na+].[O-]c1c(Cl)cc(Cl)c(Cl)c1Cc2c([O-])c(Cl)cc(Cl)c2Cl,Microbiocide
1414,"Disodium 2,2'-methylenebis(4-chlorophenate)",22232-25-3,[Na+].[Na+].[O-]c1ccc(Cl)cc1Cc2cc(Cl)ccc2[O-],"Fungicide,Insecticide,Microbiocide"
1416,"Disodium 4-dodecyl-2,4'-oxydibenzene sulfonate",7575-62-4,[Na+].[Na+].CCCCCCCCCCCCc1ccc(c(Oc2ccc(cc2)[S]([O-])(=O)=O)c1)[S]([O-])(=O)=O,"Adjuvant,Fungicide,Insecticide,Microbiocide"
1417,Disodium cyanodithioimido carbonate,138-93-2,[Na+].[Na+].[S-]C(=S)[N-]C#N,Microbiocide
1418,"Disodium endo,endo-Endothall",6385-60-0,[Na+].[Na+].[O-]C(=O)[C@@H]1[C@H]2O[C@H](C=C2)[C@@H]1C([O-])=O,Herbicide
1422,Disul-Na,136-78-7,[Na+].[O-][S](=O)(=O)OCCOc1ccc(Cl)cc1Cl,Herbicide
1423,Disulfoton,298-04-4,CCO[P](=S)(OCC)SCCSCC,"Insecticide,Nematicide"
1424,Disulfoton sulfone,2497-06-5,CCO[P](=S)(OCC)SCC[S](=O)(=O)CC,Insecticide
1425,Ditalimfos,5131-24-8,CCO[P](=S)(OCC)N1C(=O)c2ccccc2C1=O,Fungicide
1426,Dithianon,3347-22-6,O=C1C2=C(SC(=C(S2)C#N)C#N)C(=O)c3ccccc13,Fungicide
1427,Dithiopyr,97886-45-8,CSC(=O)c1c(CC(C)C)c(C(=O)SC)c(nc1C(F)F)C(F)(F)F,Herbicide
1428,Diuron,330-54-1,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,Herbicide
1429,DMCP,3309-87-3,CO[P](=O)(OC)Sc1ccc(Cl)cc1,Insecticide
1430,"DNOC, sodium salt",2312-76-7,[Na+].Cc1cc(cc(c1[O-])[N+]([O-])=O)[N+]([O-])=O,"Fungicide,Herbicide,Insecticide"
1431,Dodecyl ammonium methanearsonate,53404-47-0,CCCCCCCCCCCCN.C[As](O)(O)=O,"Defoliant,Herbicide"
1432,Dodecyl di(2-hydroxyethyl) benzyl ammonium chloride,19379-90-9,[Cl-].CCCCCCCCCCCC[N+](CCO)(CCO)Cc1ccccc1,Microbiocide
1434,"Dodecyl dimethyl 2,4,5-trimethylbenzyl ammonium chloride",53404-46-9,[Cl-].CCCCCCCCCCCC[N+](C)(C)Cc1cc(C)c(C)cc1C,Microbiocide
1436,Dodecyl dimethyl benzyl ammonium bromide,7281-04-1,[Br-].CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,"Fungicide,Microbiocide"
1437,Dodecyl dimethyl benzyl ammonium chloride,139-07-1,[Cl-].CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,"Herbicide,Microbiocide"
1438,Dodecyl dimethyl benzyl ammonium cyclopentanecarboxylate,22232-26-4,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C2CCCC2,Microbiocide
1440,Dodecyl dimethyl trichlorobenzyl ammonium chloride,53466-90-3,[Cl-].CCCCCCCCCCCCc1ccccc1C(C)(C)[N+](Cl)(Cl)Cl,Microbiocide
1441,Dodecyl guanidine hydrochloride,"13590-97-1, 112-65-2",Cl.CCCCCCCCCCCCNC(N)=N,Microbiocide
1442,Dodecylamine salicylate,7491-21-6,CCCCCCCCCCCCN.OC(=O)c1ccccc1O,"Fungicide,Insecticide,Microbiocide"
1443,Dodecylbenzene sulfonic acid,27176-87-0,[Na+].CCCCCCCCCCCCc1ccccc1[S]([O-])(=O)=O,"Adjuvant,Insecticide,Microbiocide"
1448,Dodecylbenzyl octadecyl dimethyl ammonium chloride,29932-85-2,[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(CCCCCCCCCCCCC)Cc1ccccc1,Microbiocide
1449,Dodecylbenzyl trimethyl ammonium chloride,1330-85-4,[Cl-].CCCCCCCCCCCCc1ccc(C[N+](C)(C)C)cc1,"Adjuvant,Microbiocide"
1450,Dodemorph,1593-77-7,CC1CN(CC(C)O1)C2CCCCCCCCCCC2.CC(O)=O,Fungicide
1451,Dodemorph acetate,31717-87-0,CC1CN(CC(C)O1)C2CCCCCCCCCCC2.CC(O)=O,Fungicide
1452,Dodemorph benzoate,59145-63-0,CC1CN(CC(C)O1)C2CCCCCCCCCCC2.OC(=O)c3ccccc3,Fungicide
1453,Dodine,2439-10-3,CCCCCCCCCCCCN=C(N)N.CC(O)=O,"Fungicide,Microbiocide"
1454,Drazoxolon,5707-69-7,CC\1=NOC(=O)C1=N\Nc2ccccc2Cl,Fungicide
1455,DSMA,"144-21-8, 5967-62-4",[Na+].[Na+].C[As]([O-])([O-])=O,"Defoliant,Herbicide"
1456,(E)-Mevinphos,"298-01-1, 7786-34-7",COC(=O)\C=C(/C)O[P](=O)(OC)OC,Insecticide
1457,Econazole,27220-47-9,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,Fungicide
1458,Edifenphos,17109-49-8,CCO[P](=O)(Sc1ccccc1)Sc2ccccc2,Fungicide
1461,"EDTA, disodium salt",139-33-3,[Na+].[Na+].OC(=O)CN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O,"Adjuvant,Herbicide"
1463,Eglinazine,6616-80-4,CCNc1nc(Cl)nc(NCC(=O)OCC)n1,Herbicide
1464,Emamectin benzoate,"137512-74-4, 155569-91-8",CC[C@H](C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(C)\[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H]([NH2+]C)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@]67O)C)O2)C=C[C@@H]1C.[O-]C(=O)c8ccccc8,Insecticide
1465,Empenthrin [(1R)isomers],54406-48-3,CC\C=C(/C)C(OC(=O)C1C(C=C(C)C)C1(C)C)C#C,Insecticide
1470,Endosulfan,115-29-7,ClC1=C(Cl)C2(Cl)C3CO[S](=O)OCC3C1(Cl)C2(Cl)Cl,Insecticide
1471,Endosulfan I (alpha),959-98-8,ClC1=C(Cl)C2(Cl)[C@H]3CO[S](=O)OC[C@H]3[C@]1(Cl)C2(Cl)Cl,Insecticide
1472,Endosulfan II (beta),33213-65-9,ClC1=C(Cl)C2(Cl)[C@@H]3CO[S](=O)OC[C@@H]3[C@@]1(Cl)C2(Cl)Cl,Insecticide
1473,Endothall,145-73-3,[Na+].[Na+].[O-]C(=O)C1C2CCC(O2)C1C([O-])=O,"Defoliant,Herbicide"
1475,"Endothall, di (N,N-dimethylalkylamine) salt",66330-88-9,[Na+].[Na+].[O-]C(=O)[C@@H]1[C@H]2O[C@H](C=C2)[C@@H]1C([O-])=O,"Defoliant,Herbicide"
1479,"Endothall, dipotassium salt",2164-07-0,[K+].[K+].[O-]C(=O)C1C2CCC(O2)C1C([O-])=O,"Defoliant,Herbicide"
1480,"Endothall, disodium salt",129-67-9,[Na+].[Na+].[O-]C(=O)C1C2CCC(O2)C1C([O-])=O,"Defoliant,Herbicide"
1486,Endothion,2778-04-3,COC1=COC(=CC1=O)CS[P](=O)(OC)OC,Insecticide
1487,Endrin,72-20-8,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,"Avicide,Insecticide"
1489,EPBP,3792-59-4,CCO[P](=S)(Oc1ccc(Cl)cc1Cl)c2ccccc2,Insecticide
1491,Epichlorohydrin,106-89-8,ClCC1CO1,"Chemical intermediate,Dye,Fungicide,Insecticide,Microbiocide,Paints, coatings, resins,Polymer production,Solvent"
1492,EPN,2104-64-5,CCO[P](=S)(Oc1ccc(cc1)[N+]([O-])=O)c2ccccc2,Insecticide
1493,Epoxiconazole,"106325-08-0, 133855-98-8, 135319-73-2",Fc1ccc(cc1)[C@@]2(Cn3cncn3)O[C@H]2c4ccccc4Cl,Fungicide
1496,Epronaz,59026-08-3,CCCN(CC)C(=O)n1cnc(n1)[S](=O)(=O)CCC,Herbicide
1497,EPTC,759-94-4,CCCN(CCC)C(=O)SCC,Herbicide
1498,Erbon,136-25-4,CC(Cl)(Cl)C(=O)OCCOc1cc(Cl)c(Cl)cc1Cl,Herbicide
1500,Erythromycin phosphate,4501-00-2,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O[P](O)(O)=O,Microbiocide
1501,Erythrosine B,16423-68-0,[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(I)C(=O)C(=C3Oc4c(I)c([O-])c(I)cc24)I,"Dye,Insecticide"
1502,Esfenvalerate,"66230-04-4, 66323-04-4",CC(C)[C@@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3,Insecticide
1503,Esprocarb,85785-20-2,CCN(C(C)C(C)C)C(=O)SCc1ccccc1,Herbicide
1506,Etaconazole,60207-93-4,CCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,Fungicide
1508,Ethalfluralin,55283-68-6,CCN(CC(C)=C)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,Herbicide
1509,Ethametsulfuron,111353-84-5,CCOc1nc(NC)nc(NC(=O)N[S](=O)(=O)c2ccccc2C(O)=O)n1,Herbicide
1510,Ethametsulfuron-methyl,97780-06-8,CCOc1nc(NC)nc(NC(=O)N[S](=O)(=O)c2ccccc2C(=O)OC)n1,Herbicide
1511,Ethanethiol,75-08-1,CCS,Rodenticide
1512,Ethanolamine,141-43-5,NCCO,"Fungicide,Microbiocide"
1513,"Ethanolamine 2,4-dichlorophenoxyacetate",3599-58-4,[NH3+]CCO.[O-]C(=O)COc1ccc(Cl)cc1Cl,Herbicide
1514,Ethanolamine ethylenediaminetetraacetate,"53404-50-5, 63517-71-5",NCCOC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,"Adjuvant,Fungicide"
1515,Ethidimuron,30043-49-3,CC[S](=O)(=O)c1sc(nn1)N(C)C(=O)NC,Herbicide
1516,Ethiofencarb,29973-13-5,CCSCc1ccccc1OC(=O)NC,Insecticide
1517,Ethiolate,2941-55-1,CCSC(=O)N(CC)CC,Herbicide
1518,Ethion,563-12-2,CCO[P](=S)(OCC)SCS[P](=S)(OCC)OCC,Insecticide
1519,Ethirimol,23947-60-6,CCCCC1=C(C)NC(=NC1=O)NCC,Fungicide
1520,Ethofenprox,80844-07-1,CCOc1ccc(cc1)C(C)(C)COCc2cccc(Oc3ccccc3)c2,Insecticide
1521,Ethofumesate,26225-79-6,CCOC1Oc2ccc(O[S](C)(=O)=O)cc2C1(C)C,Herbicide
1522,Ethoprop,13194-48-4,CCCS[P](=O)(OCC)SCCC,"Insecticide,Nematicide"
1523,"Ethoxyethoxyethyl 2,4-dichlorophenoxyacetate",53404-36-7,CCOC(C)OC(C)OC(=O)COc1ccc(Cl)cc1Cl,Herbicide
1524,"Ethoxyethoxypropyl 2,4-dichlorophenoxyacetate",53467-05-3,CCOC(C)OC(CC)OC(=O)COc1ccc(Cl)cc1Cl,Herbicide
1527,Ethoxyquin,91-53-2,CCOc1ccc2NC(C)(C)C=C(C)c2c1,"Fungicide,Plant Growth Regulator"
1528,Ethoxysulfuron,126801-58-9,CCOc1ccccc1O[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,Herbicide
1529,"Ethyl (2-mercaptoethyl)carbamate, S-ester of O,O-dimethyl phosphorodithioate",5840-95-9,CCOC(=O)NCCS[P](=S)(OC)OC,Insecticide
1530,"Ethyl 2,4-dichlorophenoxyacetate",533-23-3,CCOC(=O)COc1ccc(Cl)cc1Cl,Herbicide
1531,Ethyl acifluorfen,77207-01-3,CCOC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,Herbicide
1532,Ethyl alcohol,64-17-5,CCO,"Adjuvant,Microbiocide,Molluscicide,Solvent"
1533,Ethyl dimethyl stearyl ammonium bromide,111-98-8,[Br-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CC,Microbiocide
1534,Ethyl formate,109-94-4,CCOC=O,"Fumigant,Insecticide"
1535,Ethyl paraben,120-47-8,CCOC(=O)c1ccc(O)cc1,"Fungicide,Microbiocide"
1537,"Ethylamine 2,4-dichlorophenoxyacetate",25178-20-5,CCN.OC(=O)COc1ccc(Cl)cc1Cl,Herbicide
1538,Ethylan,72-56-0,CCc1ccc(cc1)C(C(Cl)Cl)c2ccc(CC)cc2,Insecticide
1540,Ethylene diamine dodecyl benzene sulfonate,12068-06-3,CCCCCCCCCCCCc1ccccc1[S](O)(=O)=O.CCCCCCCCCCCCc2ccccc2[S](O)(=O)=O.NCCN,"Adjuvant,Fungicide,Insecticide,Microbiocide"
1541,Ethylene dibromide,106-93-4,BrCCBr,"Fumigant,Nematicide"
1542,Ethylene dichloride,107-06-2,ClCCCl,"Component of processed f,Fuel or fuel additive,Fumigant,Insecticide,Paints, coatings, resins,Polymer production,Solvent"
1543,Ethylene glycol bis(trichloroacetate),2514-53-6,ClC(Cl)(Cl)C(=O)OCCOC(=O)C(Cl)(Cl)Cl,Herbicide
1544,Ethylene glycol ether of pinene,53404-49-2,CC1(C)C2CC(O)C(C)(O)C1C2,Insecticide
1546,Ethylhexanoate,123-66-0,CCCCCC(=O)OCC,"Fungicide,Microbiocide"
1547,Ethylmercurithiosalicylic acid,148-61-8,[Hg++].C[CH2-].[H+].[O-]C(=O)c1ccccc1[S-],Fungicide
1549,Ethylmercury acetate,109-62-6,CC[Hg+].CC([O-])=O,Fungicide
1550,Ethylmercury bromide,107-26-6,CC[Hg]Br,Fungicide
1551,Ethylmercury chloride,107-27-7,CC[Hg]Cl,Fungicide
1555,Etrimfos,38260-54-7,CCOc1cc(O[P](=S)(OC)OC)nc(CC)n1,Insecticide
1557,Eugenol,97-53-0,COc1cc(CC=C)ccc1O,"Dog and Cat Repellent,Fragrance component or p,Herbicide,Insect Repellent,Insecticide"
1558,Famoxadone,131807-57-3,CC1(OC(=O)N(Nc2ccccc2)C1=O)c3ccc(Oc4ccccc4)cc3,Fungicide
1559,Famphur,52-85-7,CO[P](=S)(OC)Oc1ccc(cc1)[S](=O)(=O)N(C)C,Insecticide
1563,"Fenac, ammonium salt",53404-90-3,N.OC(=O)Cc1c(Cl)ccc(Cl)c1Cl,Herbicide
1564,"Fenac, dimethylamine salt",69462-13-1,CNC.OC(=O)Cc1c(Cl)ccc(Cl)c1Cl,Herbicide
1565,"Fenac, sodium salt",2439-00-1,[Na+].[O-]C(=O)Cc1c(Cl)ccc(Cl)c1Cl,Herbicide
1566,Fenamidone,161326-34-7,CSC1=N[C@](C)(C(=O)N1Nc2ccccc2)c3ccccc3,Fungicide
1567,Fenaminosulf,140-56-7,[Na+].CN(C)c1ccc(cc1)N=N[S]([O-])(=O)=O,"Fungicide,Microbiocide"
1568,Fenamiphos,22224-92-6,CCO[P](=O)(NC(C)C)Oc1ccc(SC)c(C)c1,"Insecticide,Nematicide"
1569,Fenapanil,61019-78-1,CCCCC(Cn1ccnc1)(C#N)c2ccccc2,Fungicide
1570,Fenarimol,60168-88-9,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,Fungicide
1572,Fenazaflor,14255-88-0,FC(F)(F)c1nc2cc(Cl)c(Cl)cc2n1C(=O)Oc3ccccc3,Insecticide
1573,Fenazaquin,120928-09-8,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,Insecticide
1574,Fenbuconazole,"114369-43-6, 119911-00-6, 119611-00-6",Clc1ccc(CCC(Cn2cncn2)(C#N)c3ccccc3)cc1,Fungicide
1575,Fenbutatin-oxide,"13356-08-6, 13556-08-6",O(|[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c2ccccc2)CC(C)(C)c3ccccc3)|[Sn](CC(C)(C)c4ccccc4)(CC(C)(C)c5ccccc5)CC(C)(C)c6ccccc6,Insecticide
1576,Fenchlorazole-ethyl,103112-36-3,OC(=O)c1nn(c2ccc(Cl)cc2Cl)c(n1)C(Cl)(Cl)Cl,Herbicide Safener
1577,Fenchlorim,3740-92-9,Clc1cc(Cl)nc(n1)c2ccccc2,Herbicide Safener
1578,Fenethacarb,30087-47-9,CCc1cc(CC)cc(OC(=O)NC)c1,Insecticide
1579,Fenfluthrin,75867-00-4,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc2c(F)c(F)c(F)c(F)c2F,Insecticide
1580,Fenfuram,24691-80-3,Cc1occc1C(=O)Nc2ccccc2,Fungicide
1581,Fenhexamid,126833-17-8,CC1(CCCCC1)C(=O)Nc2ccc(O)c(Cl)c2Cl,Fungicide
1582,Fenitropan,65934-95-4,CC(=O)OC[C@H]([C@@H](OC(C)=O)c1ccccc1)[N+]([O-])=O,Fungicide
1583,Fenitrothion,122-14-5,CO[P](=S)(OC)Oc1ccc(c(C)c1)[N+]([O-])=O,Insecticide
1584,Fenobucarb,3766-81-2,CCC(C)c1ccccc1OC(=O)NC,Insecticide
1585,Fenothiocarb,62850-32-2,CN(C)C(=O)SCCCCOc1ccccc1,Insecticide
1587,Fenoxaprop acid,95617-09-7,CC(Oc1ccc(Oc2oc3cc(Cl)ccc3n2)cc1)C(O)=O,Herbicide
1588,Fenoxycarb,"79127-80-3, 72490-01-8",CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,"Insect Growth Regulator,Insecticide"
1589,Fenpiclonil,74738-17-3,Clc1cccc(c1Cl)c2c[nH]cc2C#N,Fungicide
1590,Fenpropathrin,"39515-41-8, 64257-84-7",CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,Insecticide
1591,Fenpropidin,67306-00-7,CC(CN1CCCCC1)Cc2ccc(cc2)C(C)(C)C,Fungicide
1592,Fenpropimorph,"67306-03-0, 67564-91-4",CC(CN1CC(C)OC(C)C1)Cc2ccc(cc2)C(C)(C)C,"Fungicide,Microbiocide"
1593,Fenpyroximate,"134098-61-6, 111812-58-9",Cn1nc(C)c(\C=N\OCc2ccc(cc2)C(=O)OC(C)(C)C)c1Oc3ccccc3,Insecticide
1594,Fenson,80-38-6,Clc1ccc(O[S](=O)(=O)c2ccccc2)cc1,Insecticide
1595,Fensulfothion,115-90-2,CCO[P](=S)(OCC)Oc1ccc(cc1)[S](C)=O,"Insecticide,Nematicide"
1596,Fenteracol,2122-77-2,OCCOc1cc(Cl)c(Cl)cc1Cl,Herbicide
1598,Fenthiaprop-ethyl,"66441-11-0, 93921-16-5",CCOC(=O)C(C)Oc1cccc(Oc2sc3cc(Cl)ccc3n2)c1,Herbicide
1599,Fenthion,55-38-9,CO[P](=S)(OC)Oc1ccc(SC)c(C)c1,"Avicide,Insecticide"
1601,Fenticlor,97-24-5,Oc1ccc(Cl)cc1Sc2cc(Cl)ccc2O,Microbiocide
1602,Fentin hydroxide,"76-87-9, 668-34-8",O|[Sn](c1ccccc1)(c2ccccc2)c3ccccc3,"Fungicide,Herbicide,Molluscicide"
1603,Fentrazamide,158237-07-1,CCN(C1CCCCC1)C(=O)N2N=NN(C2=O)c3ccccc3Cl,Herbicide
1604,Fentrifanil,62441-54-7,[O-][N+](=O)c1cc(Nc2cc(ccc2Cl)C(F)(F)F)c(c(c1)[N+]([O-])=O)C(F)(F)F,Insecticide
1605,Fenuron,101-42-8,CN(C)C(=O)Nc1ccccc1,Herbicide
1606,Fenuron trichloroacetate,4482-55-7,C[NH+](C)C(=O)Nc1ccccc1.[O-]C(=O)C(Cl)(Cl)Cl,Herbicide
1607,Fenvalerate,51630-58-1,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3,Insecticide
1609,Ferbam,14484-64-1,[Fe+3].CN(C)C([S-])=S.CN(C)C([S-])=S.CN(C)C([S-])=S,Fungicide
1610,Ferimzone,89269-64-7,Cc1cc(C)nc(N\N=C(\C)c2ccccc2C)n1,Fungicide
1620,Fipronil,120068-37-3,Nc1n(nc(C#N)c1[S](=O)C(F)(F)F)c2c(Cl)cc(cc2Cl)C(F)(F)F,Insecticide
1621,Flamprop-isopropyl,52756-22-6,CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c2ccc(F)c(Cl)c2,Herbicide
1623,Flamprop-M-isopropyl,"57973-67-8, 63782-90-1, 52973-67-8",CC(C)OC(=O)[C@@H](C)N(C(=O)c1ccccc1)c2ccc(F)c(Cl)c2,Herbicide
1624,Flamprop-M-methyl,"57973-66-7, 63729-98-6",COC(=O)[C@@H](C)N(C(=O)c1ccccc1)c2ccc(F)c(Cl)c2,Herbicide
1625,Flamprop-methyl,52756-25-9,COC(=O)C(C)N(C(=O)c1ccccc1)c2ccc(F)c(Cl)c2,Herbicide
1627,Flazasulfuron,104040-78-0,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2ncccc2C(F)(F)F)n1,Herbicide
1628,Flocoumafen,90035-08-8,OC1=C(C2CC(Cc3ccccc23)c4ccc(OCc5ccc(cc5)C(F)(F)F)cc4)C(=O)c6ccccc6O1,Rodenticide
1629,Flonicamid,158062-67-0,FC(F)(F)c1ccncc1C(=O)NCC#N,Insecticide
1632,Fluazifop,69335-91-7,CC(Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1)C(O)=O,Herbicide
1633,Fluazifop-butyl,69806-50-4,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1,Herbicide
1634,Fluazifop-P,83066-88-0,C[C@@H](Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1)C(O)=O,Herbicide
1635,Fluazifop-P-butyl,79241-46-6,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1,Herbicide
1636,Fluazinam,79622-59-6,[O-][N+](=O)c1cc(c(Cl)c(c1Nc2ncc(cc2Cl)C(F)(F)F)[N+]([O-])=O)C(F)(F)F,Fungicide
1637,Fluazolate,174514-07-9,CC(C)OC(=O)c1cc(c(F)cc1Cl)c2nn(C)c(c2Br)C(F)(F)F,Herbicide
1638,Flubendiamide,272451-65-7,Cc1cc(ccc1NC(=O)c2cccc(I)c2C(=O)NC(C)(C)C[S](C)(=O)=O)C(F)(C(F)(F)F)C(F)(F)F,Insecticide
1639,Flubenzimine (unstated stereochemistry),37893-02-0,FC(F)(F)N=C1SC(=Nc2ccccc2)N(c3ccccc3)C1=NC(F)(F)F,Insecticide
1640,Flucarbazone-sodium,181274-17-9,[Na+].COC1=NN(C(=O)[N-][S](=O)(=O)c2ccccc2OC(F)(F)F)C(=O)N1C,Herbicide
1641,Fluchloralin,33245-39-5,CCCN(CCCl)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,Herbicide
1642,Flucycloxuron,"113036-88-7, 94050-52-9",Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(CO/N=C(C3CC3)/c4ccc(Cl)cc4)cc2,Herbicide
1643,Flucythrinate,70124-77-5,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,Insecticide
1644,Fludioxonil,131341-86-1,FC1(F)Oc2cccc(c2O1)c3c[nH]cc3C#N,Fungicide
1645,Flufenacet,142459-58-3,CC(C)N(C(=O)COc1sc(nn1)C(F)(F)F)c2ccc(F)cc2,Herbicide
1647,Flufenoxuron,101463-69-8,Fc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1NC(=O)NC(=O)c3c(F)cccc3F,Insecticide
1648,Flufenpyr-ethyl,188489-07-8,CCOC(=O)COc1cc(N2N=CC(=C(C)C2=O)C(F)(F)F)c(F)cc1Cl,Herbicide
1649,Flumequine,42835-25-6,CC1CCc2cc(F)cc3C(=O)C(=CN1c23)C(O)=O,Microbiocide
1650,Flumethrin,69770-45-2,CC1(C)C(\C=C(Cl)\c2ccc(Cl)cc2)C1C(=O)OC(C#N)c3ccc(F)c(Oc4ccccc4)c3,Insecticide
1651,Flumetsulam,98967-40-9,Cc1ccn2nc(nc2n1)[S](=O)(=O)Nc3c(F)cccc3F,Herbicide
1652,Flumiclorac,87547-04-4,OC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,Herbicide
1653,Flumiclorac-pentyl,87546-18-7,CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,Herbicide
1654,Flumioxazin,"103361-09-7, 141490-50-8",Fc1cc2OCC(=O)N(CC#C)c2cc1N3C(=O)C4=C(CCCC4)C3=O,Herbicide
1655,Flumipropyn,84478-52-4,CC(Oc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl)C#C,Herbicide
1656,Fluometuron,2164-17-2,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,Herbicide
1658,Fluoroacetamide,640-19-7,NC(=O)CF,"Insecticide,Rodenticide"
1659,Fluoroacetic acid,144-49-0,OC(=O)CF,Rodenticide
1661,Fluorochloridone,"61213-25-0, 61213-59-0, 61213-60-3",FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,Herbicide
1662,Fluorodifen,15457-05-3,[O-][N+](=O)c1ccc(Oc2ccc(cc2[N+]([O-])=O)C(F)(F)F)cc1,Herbicide
1663,Fluoroglycofen,77501-60-1,OC(=O)COC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,Herbicide
1664,Fluoroglycofen-ethyl,77501-90-7,CCOC(=O)COC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,Herbicide
1665,Fluoronitrofen,13738-63-1,[O-][N+](=O)c1ccc(Oc2c(F)cc(Cl)cc2Cl)cc1,Herbicide
1666,Fluothiuron,33439-45-1,CN(C)C(=O)Nc1ccc(SC(F)(F)Cl)c(Cl)c1,Herbicide
1667,Fluotrimazole,31251-03-3,FC(F)(F)c1cccc(c1)C(n2cncn2)(c3ccccc3)c4ccccc4,Fungicide
1668,Fluoxastrobin,"193740-76-0, 361377-29-9",CO\N=C(C1=NOCCO1)/c2ccccc2Oc3ncnc(Oc4ccccc4Cl)c3F,Fungicide
