Active Substance ID,Substance,CAS Number,Status under Reg. (EC) No 1107/2009,Date of approval,Expiration of approval,Legislation,Remark,RMS,Co-RMS,Assess Risk,Reg 396/2005,Candidate for substitution,Basic substance,Low-risk a.s.,ADI (mg/kg bw/d),Source/Year,Remark,ARfD (mg/kg bw),Source/Year,Remark,AOEL (mg/kg bw/d),Source/Year,Remark,AAOEL (mg/kg bw/d),Source/Year,Remark,Other (mg/kg bw/d),Source/Year,Remark,Classification (Reg. 1272/2008),Authorised,Functions
605,Desmedipham,13684-56-5,Not approved,,,"04/58/EC, Reg. (EU) 2017/841, Reg. (EU) 2018/917, Reg. (EU) 2019/1100, Reg. (EU) 2019/707, Reg. (EU) No 540/2011",<p>Withdrawal of authorisations: 1 January 2020 </p><p>Max. Grace period: 1 July 2020</p>,FI,DK,,"Reg. (EC) No 149/2008, Reg. (EU) 2015/2075, Reg. (EU) 2024/345",,,,0.016 mg/kg bw/day,Reg. (EU) 2019/1100,,0.05 mg/kg bw,Reg. (EU) 2019/1100,,0.016 mg/kg bw/day,Reg. (EU) 2019/1100,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,HB
606,Desmetryn,1014-69-3,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Acute Tox. 4 - H312, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,HB
607,Di-1-p-menthene B470,No CAS allocated,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,PG
610,Di-allate,2303-16-4,Not approved,,,2002/2076,,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2015/868",,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351",,HB
608,Diafenthiuron,80060-09-9,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,"AC,IN"
609,Dialifos,10311-84-9,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 2 - H300, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,"AC,IN"
611,Diammonium phosphate,7783-28-0,Approved,,,"2002/2076, Reg. (EU) 2016/548, Reg. (EU) No 540/2011",,,,,Reg. (EU) 2016/1726,,Yes,,, ,,, ,,, ,,,,,,,,,,AT
612,Diazinon,333-41-5,Not approved,,,2007/393,,,,,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) No 834/2013, Reg. (EU) No 899/2012",,,,0.0002 mg/kg bw/day,EFSA 06,,0.025 mg/kg bw,EFSA 06,,0.0002 mg/kg bw/day,EFSA 06,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,"AC,IN"
613,Dicamba,1918-00-9,Approved,1/1/2009,31/03/2027,"Reg. (EU) 2018/1796, Reg. (EU) 2019/1589, Reg. (EU) 2020/1511, Reg. (EU) 2021/1449, Reg. (EU) 2022/1480, Reg. (EU) 2023/2592, Reg. (EU) No 1100/2011, Reg. (EU) No 540/2011",<p>Substance fulfilling criteria Annex V Reg 1490/2002</p>,DK,RO,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2015/845, Reg. (EU) No 441/2012, Reg. (EU) No 737/2014, Regulation (EU) 2015/401",,,,0.3 mg/kg bw/day,Dir 08/69,,0.3 mg/kg bw,Dir 08/69,,0.3 mg/kg bw/day,Dir 08/69,,,,,,,,"Acute Tox. 4 - H302, Aquatic Chronic 3 - H412, Eye Dam. 1 - H318","AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SI, SK",HB
614,Dichlobenil,1194-65-6,Not approved,,,,"<p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0754:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Non inclusion based on resubmitted dossier (Reg. 33/2008). Previously not included in Decision 2008/754.</a></p>",,,,"Reg. (EC) No 149/2008, Reg. (EU) No 899/2012, Reg.(EU) No 2021/616",,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H312, Aquatic Chronic 2 - H411",,HB
1358,Dichlofenthion,97-17-6,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,IN
615,Dichlofluanid,1085-98-9,Not approved,,,2002/2076,,,,,,,,,0.3 mg/kg bw/day,JMPR 1983,,Not Applicable, ,,Not Applicable, ,,,,,,,,"Acute Tox. 4 - H332, Aquatic Acute 1 - H400, Eye Irrit. 2 - H319, Skin Sens. 1 - H317",,FU
616,Dichlone,117-80-6,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Irrit. 2 - H319, Skin Irrit. 2 - H315",,FU
618,Dichlorophen,97-23-4,Not approved,,,2005/303,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Irrit. 2 - H319",,"FU,HB"
1359,Dichlorprop,120-36-5,Not approved,,,2002/2076,,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2015/2075, Reg. (EU) 2017/1777, Reg. (EU) No 978/2011 , Reg. (EU)  2025/581",,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Acute Tox. 4 - H312, Eye Dam. 1 - H318, Skin Irrit. 2 - H315",,HB
619,Dichlorprop-P, 15165-67-0 ,Approved,1/6/2007,31/10/2026,"2006/74/EC, Reg. (EU)  2019/168, Reg. (EU) 2018/524, Reg. (EU) 2020/421, Reg. (EU) 2021/566, Reg. (EU) 2022/378, Reg. (EU) 2023/689, Reg. (EU) 2025/99, Reg. (EU) No 1166/2013, Reg. (EU) No 540/2011, Reg. (EU) No 878/2014",<p>The original RMS was Denmark.</p>,IE,,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2015/2075, Reg. (EU) 2017/1777, Reg. (EU) No 978/2011 , Reg. (EU)  2025/581",,,,0.06 mg/kg bw/day,Dir 06/74,,0.5 mg/kg bw,Dir 06/74,,0.35 mg/kg bw/day,Dir 06/74,,,,,,,,"Acute Tox. 4 - H302, Eye Dam. 1 - H318, Skin Irrit. 2 - H315, Skin Sens. 1 - H317","AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, NO, PT, SE, SK",
620,Dichlorvos,62-73-7,Not approved,,,2007/387,,,,,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008",,,,0.00008 mg/kg bw/day,EFSA 06 (tentative value),,0.002 mg/kg bw,EFSA 06 (tentative value),,0.0005 mg/kg bw/day,EFSA 06 (tentative value),,,,,,,,"Acute Tox. 2 - H330, Acute Tox. 3 - H301, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Skin Sens. 1 - H317",,"AC,IN"
621,Diclobutrazol,66345-62-8,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Aquatic Chronic 2 - H411, Eye Irrit. 2 - H319",,FU
622,Diclofop,40843-25-2,Approved,1/6/2011,31/08/2026,"2011/45/EU, Commission Regulation (EU) 2021/618, Reg. (EU) 2023/918, Reg. (EU) No 2018/1266, Reg. (EU) No 540/2011","<p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0934:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Initially non included by Decision 2008/934. Included as from 1 June 2011 following re-submission for inclusion according to Reg. 33/2008.</a></p><p>Note : CAS 257-141-8 (Diclofop-methyl) </p>",PT,FR,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2021/618",low ADI / ARfD / AOEL,,,0.001 mg/kg bw/day,11/45/EU,,0.03 mg/kg bw,11/45/EU,,0.003 mg/kg bw/day,11/45/EU,,,,,,,,,"EL, ES, IT, PT",
623,Dicloran,99-30-9,Not approved,,,2011/329/EU,"<p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0744:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Non inclusion based on resubmitted dossier (Reg. 33/2008). Previously not included in Decision 2008/744/EC.</a></p>",,,,"Reg. (EC) No 149/2008, Reg. (EU) No 1126/2014",,,,0.005 mg/kg bw/day,EFSA 10,,0.025 mg/kg bw,EFSA 10,,0.005 mg/kg bw/day,EFSA 10,,,,,,,,,,FU
1360,Dicofol,115-32-2,Not approved,,,2008/764/EC,<p>Substance fulfilling criteria Annex VI Reg 1490/2002</p>,ES,,,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) No 899/2012",,,,0.002 mg/kg bw/day,2008/764/EC,,0.15 mg/kg bw/day, 2008/764/EC,,Not Applicable, ,,,,,,,,"Acute Tox. 4 - H302, Acute Tox. 4 - H312, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Skin Irrit. 2 - H315, Skin Sens. 1 - H317",,AC
624,Dicofol (containing <78% p.p´-dicofol or > 1g/kg DDT and DDT related cmpds),115-32-2,Not approved,,,,<p>Banned</p>,,,,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) No 899/2012",,,,,,,,,,,,,,,,,,,,,
625,Dicrotophos,3735-78-2,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 2 - H300, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,"AC,IN"
626,Dicyclopentadiene,1755-01-7,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,PG
1190,Didecyldimethylammonium chloride (DDAC),7173-51-5,Not approved,,,"2009/70/EC, Reg. (EU) No 175/2013, Reg. (EU) No 540/2011",<p>Withdrawal authorisation by 20/06/2013. Max period of grace: 20/03/2014.</p>,NL,,,"Reg. (EU) 2023/377, Reg. (EU) No 1119/2014",,,,0.12 mg/kg bw/day,ECHA BPR review programme,Published in EFSA journal 2023,0.12 mg/kg bw,ECHA BPR review programme,Published in EFSA journal 2023,,,,,,,,,,"Acute Tox. 4 - H302, Skin Corr. 1B - H314",,FU
627,Dieldrin,60-57-1,Not approved,,,,<p>Banned</p>,,,,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008",,,,,,,0.003 mg/kg bw,EFSA 2007,,,,,,,,,,,"Acute Tox. 1 - H310, Acute Tox. 3 - H301, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351, STOT RE 1 - H372",,
1361,Dienochlor,2227-17-0,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,AC
628,Diethatyl  (-ethyl),38727-55-8,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,HB
629,Diethofencarb,87130-20-9,Not approved,1/6/2011,31/05/2021,"2011/26/EU, Reg. (EU) 2022/801, Reg. (EU) No 540/2011","<p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0934:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Initially non included by Decision 2008/934. Included as from 1 June 2011 following re-submission for inclusion according to Reg. 33/2008</a></p>",BE,ES,COM,"Reg. (EC) No 149/2008, Reg. (EU) 2017/171, Reg. (EU) 2024/341, Reg. (EU) No 2016/53",,,,0.43 mg/kg bw/day,EFSA 10,,,EFSA 10,,0.5 mg/kg bw/day,EFSA 10,,,,,,,,,,FU
630,Difenacoum,56073-07-5,Not approved,1/1/2010,30/12/2019,"2009/70, Reg. (EU) 2022/801, Reg. (EU) No 540/2011",,IT,PT,COM,Reg. (EU) 2024/345,"low ADI / ARfD / AOEL, two PBT criteria",,,,EFSA 08,,,EFSA 08,,0.000017 mg/kg bw/day,EFSA 08,,,,,,,,"Acute Tox. 1 - H300, Acute Tox. 1 - H310, Acute Tox. 1 - H330, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Repr. 1B - H360D, STOT RE 1 - H372",,RO
631,Difenoconazole,119446-68-3,Approved,1/1/2009,15/03/2026,"2008/69, Reg. (EU) 2018/1796, Reg. (EU) 2019/1589, Reg. (EU) 2020/1511, Reg. (EU) 2021/1449, Reg. (EU) 2022/1480, Reg. (EU) 2023/2592, Reg. (EU) No 1100/2011, Reg. (EU) No 540/2011",<p>Substance fulfilling criteria Annex V Reg 1490/2002</p><p><br></p><p>The original RMS was Sweden.</p>,ES,,EFSA,"Commission Regulation (EU) 2024/2612 , Reg. (EC) No 149/2008, Reg. (EC) No 459/2010, Reg. (EC) No 839/2008, Reg. (EU) 2015/1101, Reg. (EU) 2015/845, Reg. (EU) 2017/626, Reg. (EU) 2018/70, Reg. (EU) 2018/832, Reg. (EU) 2019/552, Reg. (EU) No 34/2013, Reg. (EU) No 441/2012, Reg. (EU) No 508/2011 , Reg. (EU) No 765/2010, Reg. (EU) No 834/2013, Reg. (EU) No 978/2011 , Regulation (EU) 2015/401",two PBT criteria,,,0.01 mg/kg bw/day,Dir 08/69,,0.16 mg/kg bw,Dir 08/69,,0.16 mg/kg bw/day,Dir 08/69,,,,,,,,,"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK",
632,Difenoxuron,14214-32-5,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,HB
1362,Difenzoquat,49866-87-7,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,HB
633,Difethialone,104653-34-1,Not approved,,,2004/129/EC,,,,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,"Acute Tox. 1 - H300, Acute Tox. 1 - H310, Acute Tox. 1 - H330, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Repr. 1B - H360D, STOT RE 1 - H372",,RO
634,Diflubenzuron,35367-38-5,Not approved,1/1/2009,31/12/2020,"2008/69/EC, 2010/39/EU, Reg. (EU) 2017/855, Reg. (EU) 2018/1796, Reg. (EU) 2019/1589, Reg. (EU) 2022/801, Reg. (EU) No 540/2011",<p>The original RMS was Sweden.</p>,EL,SK,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2019/91",,,,0.1 mg/kg bw/day | 0.1 mg/kg bw/day,"Reg. (EU) 2017/855, Reg. (EU) 2017/855",,,"Reg. (EU) 2017/855, Reg. (EU) 2017/855",,0.033 mg/kg bw/day | 0.033 mg/kg bw/day,"Reg. (EU) 2017/855, Reg. (EU) 2017/855",,,,,,,,,,IN
635,Diflufenican,83164-33-4 ,Approved,1/1/2009,15/01/2026,"2008/66, Reg. (EU) 2018/1796, Reg. (EU) 2019/1589, Reg. (EU) 2021/1449, Reg. (EU) 2022/1480, Reg. (EU) 2023/2592, Reg. (EU) No 540/2011",<p>The original RMS was UK.</p>,CZ,,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2015/603, Reg. (EU) 2017/623, Reg. (EU) No 897/2012",two PBT criteria,,,0.2 mg/kg bw/day,Dir 08/66,,,Dir 08/66,,0.11 mg/kg bw/day,Dir 08/66,,,,,,,,Aquatic Chronic 3 - H412,"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK",
1292,Diflufenzopyr,109293-97-2,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,HB
636,Dikegulac,18467-77-1,Not approved,,,Reg. (EC) No 2076/2002,,,,,,,,,,,,,,,,,,,,,,,,,,PG
637,Dimefox,115-26-4,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 1 - H310, Acute Tox. 2 - H300",,IN
1363,Dimefuron,34205-21-5,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,HB
638,Dimepiperate,61432-55-1,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Chronic 2 - H411",,HB
639,Dimethachlor,50563-36-5 ,Approved,1/1/2010,15/10/2026,"2009/77/EC, Reg. (EU) 2021/1449, Reg. (EU) 2022/1480, Reg. (EU) 2023/2592, Reg. (EU) No 540/2011",,HR,AT,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2018/78",,,,0.1 mg/kg bw/day,Dir 09/77,,0.5 mg/kg bw,Dir 09/77,,0.1 mg/kg bw/day,Dir 09/77,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Skin Sens. 1 - H317","AT, BG, CZ, DE, EE, FR, HR, HU, LT, LV, PL, RO, SI, SK",
640,Dimethenamid,87674-68-8,Not approved,,,2006/1009/EC,,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2015/552, Reg. (EU) 2019/1791",,,,0.02 mg/kg bw/day,EFSA 05,,0.25 mg/kg bw,EFSA 05,,0.04 mg/kg bw/day,EFSA 05,,,,,,,,,,HB
641,Dimethenamid-P,163515-14-8,Approved,1/9/2019,31/08/2034,"03/84/EC, Reg. (EU) 2016/950, Reg. (EU) 2017/1511, Reg. (EU) 2018/1262, Reg. (EU) 2019/1137, Reg. (EU) No 540/2011, Reg. (EU) No 823/2012",<p>RMS responsible for the last approval: DE</p><p>Co-RMS responsible for the last approval: BG</p>,BE,DE,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2015/552, Reg. (EU) 2019/1791",,,,0.04 mg/kg bw/day,Renewal Report 2019 SANTE/11149/2018 Rev 3,,0.08 mg/kg bw,Renewal Report 2019 SANTE/11149/2018 Rev 3,,0.04 mg/kg bw/day,Renewal Report 2019 SANTE/11149/2018 Rev 3,,0.08 mg/kg bw,Renewal Report 2019 SANTE/11149/2018 Rev 3,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Skin Sens. 1 - H317","AT, BE, BG, CY, CZ, DE, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, NL, PL, PT, RO, SE, SI, SK",
642,Dimethipin,55290-64-7,Not approved,,,2007/553,,,,,"Reg. (EC) No 149/2008, Reg. (EU) No 899/2012",,,,,,,,,,,,,,,,,,,,,"HB,PG"
643,Dimethirimol,5221-53-4,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,FU
1214,Dimethoate,60-51-5,Not approved,1/10/2007,30/06/2019,"07/25/EC, Reg. (EU) 2018/917, Reg. (EU) 2019/1090, Reg. (EU) 2019/707, Reg. (EU) No 540/2011","<p>The original RMS was the UK.</p><p><br></p><p><br></p><p><a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1568375649074&uri=CELEX:32019R1090R(01)"" rel=""noopener noreferrer"" target=""_blank"">CORRIGENDA</a></p><p>Grace period for plant protection products used on cherries: 30 September 2019</p><p>Grace period for&nbsp;plant protection products used on other crops: 30&nbsp;June 2020</p><p>Withdrawal of authorisations: 31&nbsp;December 2019</p><p><br></p>",IT,BG,EFSA,"Reg. (EC) No 1097/2009, Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2017/1135, Reg. (EU) 2020/703, Reg. (EU) 2021/155",low ADI / ARfD / AOEL,,,Not Applicable,Reg (EU) 2019/1090,Not set due to insufficient data,Not Applicable,Reg (EU) 2019/1090,Not set due to insufficient data,Not Applicable,Reg (EU) 2019/1090,Not set due to insufficient data,,,,,,,"Acute Tox. 4 - H302, Acute Tox. 4 - H312",,"AC,IN"
644,Dimethomorph,110488-70-5,Not approved,1/10/2007,20/05/2024,"07/25/EC, Reg. (EU) 2018/917, Reg. (EU) 2019/707, Reg. (EU) 2020/869, Reg. (EU) 2021/745, Reg. (EU) 2022/708, Reg. (EU) 2023/918, Reg. (EU) 2024/1207, Reg. (EU) No 540/2011","<p>The original RMS was Germany.</p><p>New expiry date : given that article 5 of Reg. (EU) 2024/1207 sates that ''<span style=""background-color: rgb(255, 255, 255); color: rgb(51, 51, 51);"">This Regulation shall enter into force on twentieth day following that of its publication in the </span><em style=""background-color: rgb(255, 255, 255); color: rgb(51, 51, 51);"">Official Journal of the European Union</em><span style=""background-color: rgb(255, 255, 255); color: rgb(51, 51, 51);"">.'' and given that this reg was published on 30/04/2024, the new expiry date is 20/05/2024</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(51, 51, 51);""><span class=""ql-cursor"">﻿</span>Any grace period granted by Member States in accordance with Article&nbsp;46 of Regulation (EC) No&nbsp;1107/2009 shall expire by 20&nbsp;May 2025.</span></p>",NL,DE,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2016/1902, Reg. (EU) 2016/567, Reg. (EU) 2020/1633, Reg. (EU) No 322/2012, Reg. (EU) No 35/2013, Reg. (EU) No 508/2011 , Reg. (EU) No 51/2014, Reg. (EU) No 668/2013, Reg. (EU) No 750/2010, Reg. (EU) No 812/2011, Reg. (EU) No 978/2011 ",,,,0.05 mg/kg bw/day,Dir 07/25,,0.6 mg/kg bw,Dir 07/25,,0.15 mg/kg bw/day,Dir 07/25,,,,,,,,"Aquatic Chronic 2 - H411, Repr. 1B - H360F","BG, CZ, DK, IT, RO",
1428,Dimethyl Sulphide,75-18-3,Not approved,,,Reg. (EU) 2021/1451,"<p>Application as a basic substance, made on 17 January 2019, resulted in the non approval as a basic substance.</p>",,,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,OT
988,Dimethyl disulphide,624-92-0,Pending,,,,<p>Admissible application according to Article 9 of Regulation (EC) No 1107/2009. Date of admissibility: 15/02/2013</p>,FR,,,,,,,,,,,,,,,,,,,,,,,,"FU,NE"
645,Dimethylvinphos,2274-67-1,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,
646,Dimexano,1468-37-7,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,HB
868,Dimoxystrobin,149961-52-4,Not approved,1/10/2006,31/07/2023,"Dir 06/75/EC, Reg. (EU) 2018/1796, Reg. (EU) 2019/2094, Reg. (EU) 2021/2068, Reg. (EU) 2021/52, Reg. (EU) 2023/1436, Reg. (EU) No 1136/2013, Reg. (EU) No 2023/115, Reg. (EU) No 540/2011, Reg.(EU) 84/2018",<p>The original RMS was the UK.</p>,HU,IE,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2015/1040, Reg. (EU) No 897/2012","low ADI / ARfD / AOEL, two PBT criteria",,,0.015 mg/kg bw/day,Reg. (EU) 2023/1436,,0.04 mg/kg bw,Reg. (EU) 2023/1436,,0.007 mg/kg bw/day,Reg. (EU) 2023/1436,,0.018 mg/kg bw,Reg. (EU) 2023/1436,,,,,"Acute Tox. 4 - H332, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351, Repr. 2 - H361d",,FU
1491,Dimpropyridaz,1403615-77-9,Pending,,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,IN
647,Diniconazole-M,83657-18-5,Not approved,,,2008/743,<p>Substance fulfilling criteria Annex VI Reg 1490/2002</p>,,,,"Reg. (EC) No 149/2008, Reg. (EU) No 1317/2013, Reg. (EU) No 899/2012",,,,,,,,,,,,,,,,,,,,,FU
648,Dinitramine,29091-05-2,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,HB
649,Dinobuton,973-21-7,Not approved,,,,<p>Essential use</p>,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 3 - H301, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,"AC,FU"
650,Dinocap,No CAS allocated,Not approved,,,,<p>Initially included in Dir 2006/136/EC with restrictions to crops and application rates. Inclusion expired on 31/12/2009.</p>,,,,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) No 1127/2014, Reg. (EU) No 441/2012",,,,0.004 mg/kg bw/day,Dir 06/136,,0.004 mg/kg bw,Dir 06/136,,0.003 mg/kg bw/day,Dir 06/136,,,,,,,,"Acute Tox. 4 - H302, Acute Tox. 4 - H332, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Repr. 1B - H360D, STOT RE 2 - H373, Skin Irrit. 2 - H315, Skin Sens. 1 - H317",,"AC,FU"
651,"Dinoseb, its acetate and salts",No CAS allocated,Not approved,,,,<p>Banned</p>,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2015/868",,,,,,,,,,,,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Irrit. 2 - H319, Repr. 1B - H360Df",,
652,Dinotefuran,165252-70-0,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,Reg. (EU) No 491/2014,,,,,,,,,,,,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,IN
653,Dinoterb,1420-07-1,Not approved,,,98/269/EC,,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2015/868",,,,,,,,,,,,,,,,,,,"Acute Tox. 2 - H300, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Repr. 1B - H360D",,HB
1394,Dioctyldimethyl ammonium chloride,5538-94-3,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,"BA,FU"
654,Dioxacarb,6988-21-2,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 3 - H301, Aquatic Chronic 2 - H411",,IN
655,Dioxathion,78-34-2,Not approved,,,2002/2076,,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2015/868",,,,0.0015 mg/kg bw/day,JMPR 1968,,,,,,,,,,,,,,"Acute Tox. 2 - H300, Acute Tox. 2 - H330, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,IN
656,Diphacinone,82-66-6,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 2 - H300, STOT RE 1 - H372",,RO
657,Diphenamid (aka difenamide),957-51-7,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Chronic 3 - H412",,HB
658,Diphenylamine,122-39-4,Not approved,,,"2009/859/EC, Reg. (EU) No 578/2012",<p>Application resubmitted for inclusion (Reg 33/2008).</p>,IE,,,"Reg. (EC) No 149/2008, Reg. (EU) 2016/67, Reg. (EU) 2018/1515, Reg. (EU) No 772/2013",,,,0.075 mg/kg bw/day,EFSA 08,,,EFSA 08,,0.1 mg/kg bw/day,EFSA 08,,,,,,,,"Aquatic Chronic 4 - H413, Skin Irrit. 2 - H315, Skin Sens. 1 - H317",,PG
